name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
oxford,2022-10-14T02:00:00,9.4,9.4,8.5,94.26,0,0,,0,0,6.8,2.5,22,1012.9,98.5,8.1,,,,,Overcast,cloudy,"EGWU,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-14T03:00:00,9.1,9.1,8.7,97.28,0,0,,0,0,14.8,4.4,174,1012.9,93,6.8,,,,,Overcast,cloudy,"03680099999,03647099999,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T04:00:00,9.2,8.4,8.4,94.43,0,0,,0,0,18.4,6.8,150,1012.3,93,6.6,,,,,Overcast,cloudy,"03680099999,03647099999,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T05:00:00,9.7,8.6,9.6,99.49,0,0,,0,0,24.1,8.4,181,1011.4,93,7.3,,,,,Overcast,cloudy,"03680099999,03647099999,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T06:00:00,10.1,10.1,9.3,94.67,0,0,,0,0,13,6.8,267,1011,93,7.1,,,,,Overcast,cloudy,"03680099999,03647099999,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T07:00:00,10.1,10.1,9.4,94.91,0,0,,0,0,16.6,7.5,175,1010.4,51.5,6.8,,,,,Partially cloudy,partly-cloudy-night,"03680099999,03647099999,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T08:00:00,10.3,10.3,9.8,96.71,0,0,,0,0,14.8,8.6,192,1010.3,88.4,7.3,7,0,0,,Partially cloudy,partly-cloudy-day,"03680099999,03647099999,E7521,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T09:00:00,11.2,11.2,10.7,96.71,0,0,,0,0,16.6,7.6,195,1010.3,95.6,7.1,32,0.1,0,,Overcast,cloudy,"03680099999,03647099999,E7521,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T10:00:00,12.4,12.4,11.2,92.09,0,0,,0,0,16.6,8.5,191,1010.5,91.5,7.9,49,0.2,0,,Overcast,cloudy,"03680099999,03647099999,E7521,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T11:00:00,12.9,12.9,12,94.19,0,0,,0,0,14.8,8.9,206,1010,91.5,9.7,50,0.2,1,,Overcast,cloudy,"03680099999,03647099999,E7521,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T12:00:00,13.3,13.3,11.9,91.47,0.06,100,rain,0,0,16.6,10,218,1009.9,91.5,8.7,68,0.2,1,,"Rain, Overcast",rain,"03680099999,03647099999,E7521,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T13:00:00,13.4,13.4,12.1,91.99,0.21,100,rain,0,0,7.6,10.4,229,1009.4,91,11.5,85,0.3,1,,"Rain, Overcast",rain,"03680099999,03647099999,E7521,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T14:00:00,13.6,13.6,12.1,90.87,0,0,,0,0,20.5,9.2,239,1008.7,93,12.6,183,0.7,2,,Overcast,cloudy,"03680099999,03647099999,E7521,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T15:00:00,14.4,14.4,12,85.54,0,0,,0,0,24.1,9.1,216,1008,74.6,16.7,177,0.6,2,,Partially cloudy,partly-cloudy-day,"03680099999,03647099999,E7521,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T16:00:00,14.3,14.3,12,85.88,0.02,100,rain,0,0,22.3,10.5,230,1007.8,86.1,15.9,136,0.5,1,,"Rain, Partially cloudy",rain,"03680099999,03647099999,E7521,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T17:00:00,14.3,14.3,11.5,83.18,0.01,100,rain,0,0,24.1,9.7,228,1007.3,51.9,15.9,53,0.2,1,,"Rain, Partially cloudy",rain,"03680099999,03647099999,E7521,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T18:00:00,13.3,13.3,11,86,0,0,,0,0,20.5,9.4,216,1007.1,39.3,15,5,0,0,,Partially cloudy,partly-cloudy-day,"03680099999,03647099999,E7521,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T19:00:00,11.8,11.8,10.4,91.42,0.83,100,rain,0,0,13,8,205,1007.5,29.2,14.2,1,0,0,,"Rain, Partially cloudy",rain,"03680099999,03647099999,E7521,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T20:00:00,10.8,10.8,9.6,92.16,0,0,,0,0,14.8,9.1,196,1007.5,0,12.8,,,,,Clear,clear-night,"03680099999,03647099999,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T21:00:00,10.2,10.2,9.4,94.37,0,0,,0,0,14.8,9.1,199,1007.5,2,10,,,,,Clear,clear-night,"03680099999,03647099999,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T22:00:00,9.7,9.2,8.9,94.76,0,0,,0,0,14.8,5.9,204,1007,0,6.8,,,,,Clear,clear-night,"03680099999,03647099999,03761099999,03649099999,03658099999,03740099999"
oxford,2022-10-14T23:00:00,9.9,9.9,9.5,97.41,0,0,,0,0,13,4.4,216,1006,0,8.8,,,,,Clear,clear-night,"EGWU,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T00:00:00,9.4,8.4,9.2,98.83,0,0,,0,0,11.9,7.8,24,1005.9,57.5,3.7,,,,,Partially cloudy,partly-cloudy-night,"EGWU,EGVN,EGVA,EGUB"
oxford,2022-10-15T01:00:00,8.9,8.9,8.5,97.39,0,0,,0,0,12.6,7.2,170.7,1005,68.3,3.4,,,,,Partially cloudy,partly-cloudy-night,"EGWU,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T02:00:00,8.2,7.1,8.1,99.7,0,0,,0,0,14.8,7.1,120,1004,60.5,4.7,,,,,Partially cloudy,partly-cloudy-night,"EGWU,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T03:00:00,9.4,9,9.4,99.71,0,0,,0,0,16.6,5.3,116,1003,95.8,6,,,,,Overcast,cloudy,"EGWU,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T04:00:00,10.4,10.4,10,97.43,0,0,,0,0,17.6,9.3,185.1,1002.5,95.3,7.1,,,,,Overcast,cloudy,"EGWU,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T05:00:00,11.2,11.2,10.8,96.92,0,0,,0,0,23,12.6,186,1002,89.5,9.4,,,,,Partially cloudy,partly-cloudy-night,"EGWU,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T06:00:00,11.3,11.3,10.8,96.64,0.2,100,rain,0,0,24.8,17.7,191,1001.4,90,7.9,,,,,"Rain, Partially cloudy",rain,"EGWU,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T07:00:00,11.9,11.9,10.9,93.93,0.1,100,rain,0,0,28.1,15.3,214,1001,89.6,10,,,,,"Rain, Partially cloudy",rain,"EGWU,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T08:00:00,10.9,10.9,10,93.64,0,0,,0,0,28.8,14.8,214,1001.1,41.7,10,22,0.1,0,,Partially cloudy,partly-cloudy-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T09:00:00,11.9,11.9,10.9,93.16,0,0,,0,0,33.5,15.5,209,1001.2,36.8,10,120,0.4,1,,Partially cloudy,partly-cloudy-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T10:00:00,13.1,13.1,10,81.16,0,0,,0,0,40.7,20.8,219,1001.3,78.1,10,128,0.5,1,,Partially cloudy,partly-cloudy-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T11:00:00,14.6,14.6,9.9,73.56,0,0,,0,0,49.3,25.5,229,1002,88.8,10,201,0.7,2,,Partially cloudy,partly-cloudy-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T12:00:00,15,15,10.1,72.46,0,0,,0,0,35.3,24.2,230,1002,52.8,10,301,1.1,3,,Partially cloudy,partly-cloudy-day,"EGWU,E7521,EGTK,EGVA"
oxford,2022-10-15T13:00:00,15.9,15.9,9.6,66.34,0,0,,0,0,49,25.8,232,1002,49,10,198,0.7,2,,Partially cloudy,partly-cloudy-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T14:00:00,13.5,13.5,7.4,66.92,0,0,,0,0,46.4,25.6,252,1002,73.4,10,92,0.3,1,,Partially cloudy,partly-cloudy-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T15:00:00,16,16,7.8,58.25,0,0,,0,0,39.1,25.2,236,1001.2,46.7,10,270,1,3,,Partially cloudy,partly-cloudy-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T16:00:00,15,15,6.9,58.62,0,0,,0,0,51.1,21.6,238,1001.2,41.1,10,127,0.5,1,,Partially cloudy,partly-cloudy-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T17:00:00,14.9,14.9,7.7,62.05,0,0,,0,0,41.2,23.5,219,1001.2,46.8,10,48,0.2,0,,Partially cloudy,partly-cloudy-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T18:00:00,13.9,13.9,8.2,68.22,0,0,,0,0,46.8,23.4,208,1001.2,49.7,10,4,0,0,,Partially cloudy,partly-cloudy-day,"EGWU,E7521,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T19:00:00,12.2,12.2,8.9,79.92,0,0,,0,0,46.4,19.6,208,1002.2,19,10,7,0,0,,Clear,clear-night,"EGWU,D0596,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T20:00:00,12.1,12.1,8.7,79.84,0,0,,0,0,40.3,23,200,1002.2,18.4,10,,,,,Clear,clear-night,"EGWU,EGTK,EGVN,EGVO,EGVA,EGUB"
oxford,2022-10-15T21:00:00,11.1,11.1,8.9,86.1,0,0,,0,0,48.2,20.8,205,1002.2,0,10,,,,,Clear,clear-night,"EGWU,EGTK,EGVN,EGVO,EGVA,EGUB"
